Id,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status
nba.p.4482,Alexis,Ajinca,C,NO,GS,NO@GS,10:30PM EDT,10,11.5, 
nba.p.4499,Omer,Asik,PF,NO,GS,NO@GS,10:30PM EDT,10,10.3,INJ
nba.p.4622,Jrue,Holiday,SG,NO,GS,NO@GS,10:30PM EDT,30,33.5, 
nba.p.4638,Dante,Cunningham,PF,NO,GS,NO@GS,10:30PM EDT,10,14.5, 
nba.p.4720,DeMarcus,Cousins,C,NO,GS,NO@GS,10:30PM EDT,51,49.8,O
nba.p.4757,Quincy,Pondexter,SG,NO,GS,NO@GS,10:30PM EDT,10,0,INJ
nba.p.4758,Jordan,Crawford,SG,NO,GS,NO@GS,10:30PM EDT,12,21.1, 
nba.p.4902,Donatas,Motiejunas,PF,NO,GS,NO@GS,10:30PM EDT,10,10.1, 
nba.p.4937,E'Twaun,Moore,SG,NO,GS,NO@GS,10:30PM EDT,10,17.5,O
nba.p.5007,Anthony,Davis,PF,NO,GS,NO@GS,10:30PM EDT,55,50.5,O
nba.p.5193,Solomon,Hill,SF,NO,GS,NO@GS,10:30PM EDT,10,16.4, 
nba.p.5414,Tim,Frazier,PG,NO,GS,NO@GS,10:30PM EDT,10,18.7, 
nba.p.5588,Quinn,Cook,PG,NO,GS,NO@GS,10:30PM EDT,10,6.8, 
nba.p.5664,Cheick,Diallo,PF,NO,GS,NO@GS,10:30PM EDT,10,8, 
nba.p.3643,Matt,Barnes,SF,GS,NO,NO@GS,10:30PM EDT,12,18.5, 
nba.p.3721,David,West,PF,GS,NO,NO@GS,10:30PM EDT,10,13.2, 
nba.p.3745,Zaza,Pachulia,C,GS,NO,NO@GS,10:30PM EDT,10,17.2, 
nba.p.3821,Shaun,Livingston,PG,GS,NO,NO@GS,10:30PM EDT,10,10.8, 
nba.p.3826,Andre,Iguodala,SG,GS,NO,NO@GS,10:30PM EDT,14,20.2, 
